# C1F C1B C2F C2B C3F C3B C4F C4B C5F C5B C6F C6B 
2021-03-10T14:55:42 888 -73464 843 -58087.4 853 -90836.9 870 -73227.1 900 -49087.2 825 -30776.4 785 -34689.3 830 -49923.8 868 -70246.8 878 -59977.3 845 -61587.6 870 -43567.9 
2021-03-10T14:55:47 888.001 -73533 842.958 -57936.1 852.993 -90911.2 869.99 -73210.3 899.998 -49057.1 825.02 -30802.6 785.007 -34712.1 829.97 -49830.6 867.99 -70264.8 877.994 -60026.5 844.996 -61612.5 870.008 -43596.4 
2021-03-10T14:55:52 887.985 -73568.9 842.949 -57984.2 852.968 -90859.7 869.983 -73273 900.011 -49024 825.031 -30797.3 785.005 -34688.3 829.985 -49868 867.972 -70281.6 877.975 -59992.4 844.981 -61602.7 870.004 -43563.1 
2021-03-10T14:55:58 887.961 -73501.5 842.929 -57946.6 852.956 -90874.5 869.966 -73278.3 900.039 -49067.6 825.044 -30821.6 785.013 -34695.7 829.981 -49855.2 867.947 -70216.4 877.965 -59981.7 844.97 -61602.8 870.015 -43608.7 
2021-03-10T14:56:02 887.953 -73491.3 842.918 -57928.3 852.94 -90873.3 869.947 -73176.8 900.046 -49088.4 825.05 -30837.2 785.017 -34698.4 829.984 -49916.3 867.949 -70285.4 877.958 -59996.1 844.959 -61621.8 870.006 -43623.1 
2021-03-10T14:56:07 887.947 -73518.6 842.911 -57886.9 852.925 -90836.1 869.946 -73162 900.044 -49030.1 825.05 -30762.9 785.021 -34695.7 829.958 -49858.8 867.923 -70262.2 877.947 -59957.9 844.938 -61621.1 869.99 -43614.4 
2021-03-10T14:56:12 887.934 -73564.9 842.912 -57954.7 852.918 -90902 869.948 -73246.2 900.069 -49149.6 825.074 -30829 785.025 -34733.5 829.959 -49919.1 867.906 -70326.1 877.947 -60071.5 844.918 -61625.3 869.978 -43636.7 
2021-03-10T14:56:18 887.911 -73481.2 842.899 -57988 852.895 -90833 869.934 -73193.8 900.039 -49114.7 825.077 -30867.8 785.014 -34719.3 829.932 -49836.4 867.864 -70215.3 877.916 -59999.1 844.896 -61590.8 869.957 -43606.9 
2021-03-10T14:56:22 887.908 -73495.4 842.879 -57945.9 852.889 -90972.5 869.931 -73287.4 900.024 -49075.8 825.067 -30794.7 785.008 -34701.5 829.943 -49882.4 867.866 -70248.7 877.904 -60000.2 844.891 -61637.2 869.949 -43593.8 
2021-03-10T14:56:28 887.901 -73510.2 842.868 -57960.2 852.85 -90849 869.91 -73129.1 900.028 -49117.4 825.081 -30817.1 785.01 -34709.7 829.933 -49882.1 867.855 -70280.1 877.892 -60004.8 844.864 -61623.2 869.946 -43616 
2021-03-10T14:56:32 887.891 -73495 842.854 -57925.6 852.84 -90876.1 869.918 -73284.5 900.013 -49057.1 825.088 -30838.3 785.008 -34724.5 829.923 -49864.9 867.831 -70213.6 877.879 -59964.6 844.843 -61610.8 869.934 -43638.6 
2021-03-10T14:56:38 887.884 -73469.4 842.847 -57948.3 852.824 -90786.9 869.898 -73198 900.025 -49077.1 825.088 -30890.8 785 -34704.3 829.922 -49867.5 867.834 -70137.3 877.877 -59961.5 844.828 -61670.9 869.911 -43635.2 
2021-03-10T14:56:42 887.883 -73435 842.835 -57976.3 852.829 -90751.6 869.893 -73193.8 900.028 -49137.6 825.071 -30837.6 785.001 -34712.4 829.918 -49806.4 867.868 -70186.4 877.875 -59894.9 844.784 -61553.8 869.891 -43574.5 
2021-03-10T14:56:48 887.89 -73464.8 842.817 -57919.3 852.842 -90909.3 869.889 -73235.2 900.003 -49154.5 825.071 -30832.5 784.999 -34726.2 829.944 -49878.2 867.882 -70320 877.891 -60027.5 844.796 -61621.4 869.896 -43626.7 
2021-03-10T14:56:52 887.891 -73493.3 842.812 -57903.8 852.818 -90891.8 869.878 -73157.5 899.97 -49128.6 825.072 -30871.8 784.99 -34739.7 829.936 -49882.9 867.842 -70297.6 877.872 -59968.7 844.776 -61618 869.879 -43564.5 
2021-03-10T14:56:58 887.884 -73460.7 842.81 -57892.3 852.798 -90896.3 869.881 -73251.3 899.95 -49098.1 825.061 -30874 784.975 -34683.2 829.926 -49879.4 867.811 -70272.1 877.868 -59934.4 844.758 -61659.2 869.889 -43630.7 
2021-03-10T14:57:02 887.886 -73494.5 842.811 -57959.3 852.777 -90830.3 869.867 -73085.8 899.943 -49078.8 825.05 -30830.9 784.985 -34683.6 829.917 -49792.2 867.79 -70243.5 877.874 -60005.6 844.72 -61619.9 869.87 -43643.4 
2021-03-10T14:57:08 887.879 -73542.3 842.797 -57927.9 852.771 -90837.6 869.882 -73191.3 899.945 -49185.1 825.052 -30849.7 784.995 -34722.2 829.95 -49806.5 867.781 -70305 877.86 -59959.6 844.7 -61643 869.846 -43591.9 
2021-03-10T14:57:12 887.861 -73574 842.79 -57964.3 852.764 -90878.1 869.878 -73220.8 899.898 -49100.7 825.048 -30881 784.988 -34744.4 829.976 -49898.2 867.747 -70244.1 877.859 -60009.6 844.67 -61652.4 869.844 -43647.7 
2021-03-10T14:57:18 887.836 -73497.5 842.775 -57969.9 852.747 -90835 869.87 -73262.6 899.891 -49079.9 825.034 -30841.3 784.971 -34666.1 829.958 -49854.7 867.738 -70301.9 877.845 -60003.2 844.635 -61613.3 869.818 -43616.6 
2021-03-10T14:57:23 887.829 -73480.2 842.758 -57927.2 852.74 -90828.4 869.854 -73179.6 899.892 -49059.1 825.033 -30874.4 784.989 -34696.4 829.961 -49905.9 867.705 -70250.2 877.832 -59998.3 844.619 -61649.8 869.806 -43650.4 
2021-03-10T14:57:28 887.825 -73573.9 842.751 -57933.6 852.735 -90836.4 869.852 -73184.5 899.904 -49084.2 825.021 -30825.8 784.993 -34742.5 829.94 -49887 867.693 -70305.3 877.821 -59982.2 844.585 -61713.9 869.779 -43611.6 
2021-03-10T14:57:32 887.8 -73503.3 842.743 -57959.6 852.728 -90878.4 869.85 -73193 899.904 -49125.2 825.025 -30867.5 784.977 -34745.5 829.928 -49910.9 867.659 -70304.9 877.814 -60030.1 844.52 -61631.1 869.768 -43639 
2021-03-10T14:57:37 887.792 -73583.8 842.729 -57942.5 852.712 -90833.2 869.846 -73179.6 899.885 -49062.2 825.015 -30849.2 784.96 -34730.3 829.904 -49917.9 867.625 -70323.3 877.794 -59999 844.495 -61632 869.746 -43614.2 
2021-03-10T14:57:43 887.764 -73532.2 842.718 -57890 852.705 -90822.1 869.845 -73175.7 899.895 -49089.6 825.011 -30818.7 784.95 -34699.6 829.877 -49829.1 867.584 -70212.8 877.782 -59925 844.47 -61631.2 869.734 -43632.9 
